vehicle_id,charge_start_time,charge_end_time,mileage,charge_start_soc,charge_end_soc,charge_start_U,charge_end_U,charge_start_I,charge_end_I,charge_max_temp,charge_min_temp,charge_energy
17,20171101095139,20171101100309,104615.0,24.8,30.4,349.6,366.8,-47.0,-29.9,15.0,11.0,4.345
17,20171101114838,20171101132508,104629.0,24.8,30.8,352.8,368.7,-7.3,-8.3,19.0,15.0,4.992
17,20171101190622,20171102001027,104723.0,14.4,34.0,333.8,374.6,-9.1,-8.6,19.0,14.0,15.887
17,20171103185322,20171103233802,105064.0,16.8,35.2,334.8,374.5,-8.7,-8.6,18.0,11.0,14.935
17,20171104125423,20171104151822,105167.0,11.2,20.8,328.7,349.7,-5.7,-9.1,16.0,10.0,7.478
17,20171104152705,20171104154654,105170.0,20.4,27.6,346.5,367.3,-5.2,-29.7,18.0,13.0,6.005
17,20171104195554,20171105020709,105268.0,10.4,34.4,326.3,374.4,-9.6,-8.4,16.0,10.0,19.199
17,20171105103317,20171105111619,105330.0,27.6,35.6,363.6,374.3,-63.8,-16.2,15.0,11.0,6.8660000000000005
17,20171105201357,20171106024732,105457.0,8.4,34.0,321.2,374.4,-9.6,-8.4,15.0,10.0,20.458
17,20171106235834,20171107031420,105651.0,22.8,40.0,350.2,374.2,-9.0,-2.0,16.0,12.0,10.169
17,20171110194031,20171111022316,105996.0,8.8,34.0,321.6,374.3,-4.7,-7.3,14.0,8.0,20.113
17,20171111092826,20171111093137,106048.0,21.6,22.8,345.1,354.4,-18.6,-52.7,10.0,7.0,1.051
17,20171111093839,20171111100509,106048.0,22.8,30.8,349.9,369.8,-31.6,-16.2,13.0,7.0,6.54
17,20171111170834,20171111182734,106088.0,23.6,28.4,351.0,363.7,-8.8,-8.1,11.0,9.0,3.875
17,20171111210855,20171111215745,106104.0,24.4,27.2,347.3,358.2,-1.3,-8.0,10.0,8.0,2.49
17,20171111220120,20171112001626,106104.0,27.6,35.2,358.2,374.6,-8.6,-5.5,11.0,7.0,6.655
17,20171113093210,20171113100230,106172.0,19.2,31.2,335.4,367.7,-13.7,-29.8,14.0,7.0,9.78
17,20171113132509,20171113160509,106228.0,19.6,29.6,340.5,363.4,-8.4,-8.0,16.0,13.0,7.789
17,20171113190658,20171113235457,106282.0,16.8,34.8,336.1,374.6,-9.1,-8.1,15.0,10.0,14.407
17,20171114195158,20171115001603,106355.0,19.2,34.8,338.8,374.5,-3.9,-7.8,9.0,5.0,12.98
17,20171115223948,20171116061743,106476.0,2.0,31.2,316.0,374.4,-9.1,-5.9,8.0,3.0,23.198
17,20171116105023,20171116112256,106558.0,10.8,25.6,335.6,365.8,-63.7,-29.8,14.0,5.0,11.87
17,20171116130046,20171116150306,106585.0,22.8,30.4,348.1,367.3,-7.5,-8.4,14.0,11.0,6.319
17,20171116203845,20171117044740,106704.0,4.0,40.0,290.4,374.5,-9.7,-7.6,14.0,5.0,24.69
17,20171117091139,20171117094319,106744.0,24.0,33.6,344.0,370.0,-8.9,-15.9,12.0,6.0,7.586
17,20171117120020,20171117135409,106787.0,21.6,28.8,346.5,365.4,-8.8,-8.0,13.0,10.0,5.746
17,20171117150051,20171117153942,106817.0,23.2,31.6,353.3,371.9,-63.4,-16.2,14.0,10.0,6.9460000000000015
17,20171117213144,20171117213414,106947.0,6.4,6.4,320.3,320.6,-9.3,-9.3,13.0,8.0,0.124
17,20171117214954,20171118052019,106948.0,6.8,34.8,319.6,374.6,-9.6,-8.0,12.0,3.0,22.212
17,20171118093508,20171118101050,106992.0,22.0,33.2,347.4,369.2,-60.9,-11.1,11.0,3.0,9.127
17,20171118125910,20171118132700,107048.0,20.4,22.0,341.8,347.8,-9.0,-8.8,10.0,7.0,1.419
17,20171118133920,20171118152309,107049.0,22.0,28.4,345.7,363.1,-2.3,-8.6,11.0,8.0,5.309
17,20171118181645,20171118212234,107119.0,13.2,24.8,331.5,354.8,-8.8,-8.3,10.0,7.0,8.96
17,20171118212548,20171119000804,107119.0,24.8,34.4,354.3,374.5,-8.1,-5.7,10.0,5.0,7.942
17,20171119134458,20171119150838,107215.0,13.2,18.8,326.6,338.1,-9.3,-9.0,9.0,6.0,4.209
17,20171119151628,20171119154638,107218.0,18.0,30.0,335.2,368.3,-11.3,-50.3,14.0,7.0,9.77
17,20171119193227,20171120030333,107304.0,8.4,36.4,317.5,374.5,-2.1,-6.7,12.0,3.0,21.958
17,20171120092659,20171120095151,107338.0,24.0,32.0,344.6,369.2,-18.2,-29.8,8.0,2.0,6.487
17,20171120125102,20171120141932,107409.0,17.6,22.8,335.6,350.0,-6.5,-8.5,11.0,7.0,4.35
17,20171120143304,20171120150714,107412.0,22.4,32.0,347.2,370.8,-9.6,-16.1,14.0,9.0,7.939
17,20171120202705,20171121025120,107506.0,6.4,30.4,323.8,372.2,-9.0,-8.0,12.0,5.0,18.807
17,20171121093552,20171121100932,107547.0,22.8,32.8,341.3,369.3,-2.1,-10.9,10.0,3.0,8.273
17,20171121115807,20171121143837,107573.0,23.6,33.6,350.2,374.8,-1.3,-8.1,10.0,7.0,8.183
17,20171121205009,20171121211619,107684.0,10.8,12.8,320.7,327.0,-9.1,-9.7,12.0,10.0,1.37
