vehicle_id,charge_start_time,charge_end_time,charge_duration,mileage,delta_mileage,charge_start_soc,charge_end_soc,charge_delta_soc,charge_start_U,charge_end_U,charge_start_I,charge_end_I,charge_max_temp,charge_min_temp,charge_energy
5,20180418232149,20180419063928,26259,66090.6,0.0,6.0,99.0,93.0,310.2,397.3,-19.3,-5.0,36,24,37.543
5,20180419140341,20180419142341,1200,66156.4,65.79999999998836,78.0,84.0,6.0,382.3,389.5,-25.1,-23.4,30,24,2.802
5,20180419223641,20180420043819,21698,66332.2,175.8000000000029,28.0,99.0,71.0,342.0,397.6,-17.5,-5.0,35,24,29.971
5,20180420125015,20180420133245,2550,66413.1,80.90000000000873,73.0,92.0,19.0,379.8,397.1,-31.1,-23.1,30,23,8.266
5,20180421010237,20180421063443,19926,66564.7,151.59999999999127,36.0,99.0,63.0,347.0,397.3,-16.4,-5.0,34,24,27.145
5,20180421152553,20180421163054,3901,66769.1,204.40000000000873,28.0,91.0,63.0,350.5,397.0,-72.6,-22.8,34,24,26.282
5,20180421233210,20180422030846,12996,66856.3,87.19999999999709,68.0,99.0,31.0,365.5,397.5,-15.8,-5.2,28,26,16.267
5,20180422215322,20180423045201,25119,67142.2,285.8999999999942,10.0,99.0,89.0,320.2,397.3,-18.0,-5.1,34,26,36.395
5,20180423154920,20180423165622,4022,67315.5,173.3000000000029,30.0,100.0,70.0,343.0,392.4,-6.7,-0.2,30,24,25.666
5,20180423181454,20180423182554,660,67357.3,41.80000000000291,78.0,88.0,10.0,373.8,391.8,-6.1,-57.5,28,25,4.364
5,20180423182824,20180423185354,1530,67357.3,0.0,88.0,98.0,10.0,386.7,396.9,-26.8,-23.2,28,27,4.332
5,20180423230947,20180424034053,16266,67448.6,91.30000000000291,52.0,99.0,47.0,354.4,397.3,-16.4,-5.1,31,26,21.692
5,20180424114943,20180424122314,2011,67539.3,90.69999999999709,67.0,92.0,25.0,369.7,396.9,-0.1,-22.9,29,25,10.629
5,20180424175726,20180424185857,3691,67682.1,142.8000000000029,45.0,74.0,29.0,351.5,374.9,-29.5,0.0,29,24,11.984000000000002
5,20180424224212,20180425034049,17917,67756.6,74.5,44.0,99.0,55.0,348.2,397.3,-0.2,-5.0,30,26,24.467
5,20180426193954,20180426224757,11283,67856.6,100.0,68.0,99.0,31.0,373.3,397.5,-15.0,-5.0,25,24,13.470999999999998
5,20180427215032,20180428033010,20378,68040.6,184.0,32.0,99.0,67.0,345.9,397.3,-16.2,-5.1,34,24,27.767
5,20180428223432,20180428223702,150,68212.0,171.39999999999418,41.0,41.0,0.0,348.0,348.0,-0.2,-0.2,30,29,0.003
5,20180428224402,20180429035008,18366,68212.6,0.6000000000058208,40.0,99.0,59.0,350.2,397.3,-16.6,-5.0,34,29,25.049
5,20180429061521,20180429062021,300,68246.0,33.39999999999418,86.0,86.0,0.0,386.7,386.7,-0.1,-0.1,33,30,0.003
