vehicle_id,charge_start_time,charge_end_time,charge_duration,mileage,delta_mileage,charge_start_soc,charge_end_soc,charge_delta_soc,charge_start_U,charge_end_U,charge_start_I,charge_end_I,charge_max_temp,charge_min_temp,charge_energy
11,20171102232412,20171103004409,4797,133390.0,0.0,8.8,34.8,25.999999999999996,324.7,374.7,-64.6,-16.2,28,17,21.152
11,20171103154427,20171103170427,4800,133533.0,143.0,7.6,33.6,26.0,326.9,374.8,-64.8,-16.0,25,16,20.977
11,20171103234006,20171104010443,5077,133675.0,142.0,6.4,34.4,28.0,325.3,374.8,-64.8,-16.1,25,11,22.449
11,20171104152631,20171104164821,4910,133818.0,143.0,5.2,31.6,26.400000000000002,320.2,374.1,-7.1,-0.1,24,14,21.357
11,20171104165411,20171104165621,130,133818.0,0.0,31.6,32.0,0.3999999999999986,373.3,374.9,-7.7,-16.1,24,21,0.21
11,20171104234929,20171105012146,5537,133972.0,154.0,4.8,34.4,29.599999999999998,309.9,374.7,-9.2,-16.1,24,11,23.853
11,20171105171731,20171105174341,1570,134112.0,140.0,30.0,34.0,4.0,368.0,373.4,-30.0,-16.2,24,21,3.32
11,20171105223737,20171105232947,3130,134250.0,138.0,8.0,30.0,22.0,326.8,368.0,-59.8,-30.0,25,13,17.453
11,20171110170637,20171110180257,3380,134648.0,398.0,16.4,33.2,16.800000000000004,341.6,373.0,-59.8,-16.1,21,13,13.705
11,20171110235335,20171111012742,5647,134798.0,150.0,2.0,34.4,32.4,275.0,374.7,-9.0,-16.1,25,12,25.612
11,20171111152804,20171111165204,5040,134937.0,139.0,4.0,31.6,27.6,318.6,374.8,-9.1,-16.1,23,12,22.242
11,20171111232422,20171112005150,5248,135079.0,142.0,4.8,34.0,29.2,315.1,374.8,-8.1,-16.2,23,9,23.324
11,20171112154006,20171112165326,4400,135198.0,119.0,10.8,33.2,22.400000000000002,334.1,374.8,-64.8,-16.1,21,12,18.314
11,20171112215613,20171112230803,4310,135308.0,110.0,11.6,33.6,22.0,328.3,374.7,-6.1,-16.1,22,10,17.758
11,20171113154109,20171113164410,3781,135400.0,92.0,17.6,34.4,16.799999999999997,336.1,374.8,-8.5,-16.1,19,12,14.037
11,20171117161957,20171117171127,3090,135925.0,525.0,21.6,33.6,12.0,345.9,374.8,-19.1,-16.1,13,7,9.847
11,20171117220029,20171117232329,4980,136035.0,110.0,6.4,32.0,25.6,321.2,374.6,-15.6,-16.1,19,7,20.537
11,20171118143310,20171118155520,4930,136152.0,117.0,7.6,32.8,25.199999999999996,321.1,374.7,-7.7,-16.2,18,8,20.376
11,20171118215141,20171118222301,1880,136262.0,110.0,10.0,24.0,14.0,329.2,360.3,-64.7,-60.7,16,7,11.095
11,20171119110200,20171119120820,3980,136348.0,86.0,4.0,31.2,27.2,300.8,371.1,-0.1,-29.9,18,4,21.651
11,20171119164116,20171119164726,370,136417.0,69.0,19.6,22.4,2.799999999999997,348.8,356.2,-64.7,-64.8,15,10,2.345
11,20171119184431,20171119192901,2670,136460.0,43.0,13.6,30.8,17.200000000000003,335.8,369.1,-54.3,-29.8,20,9,13.782
11,20171119235251,20171120011738,5087,136557.0,97.0,6.8,33.2,26.400000000000002,319.2,374.7,-3.4,-16.1,20,6,21.028
11,20171120153925,20171120164455,3930,136678.0,121.0,14.0,32.8,18.799999999999997,342.5,374.8,-65.0,-16.1,20,12,15.443
11,20171120233427,20171121010004,5137,136805.0,127.0,7.2,35.2,28.000000000000004,317.4,374.7,-5.6,-16.1,22,8,22.474
11,20171121162820,20171121175440,5180,136933.0,128.0,8.0,32.8,24.799999999999997,327.1,374.4,-59.9,-16.1,19,10,20.199
11,20171121233630,20171122005336,4626,137047.0,114.0,10.0,34.4,24.4,323.6,374.7,-8.0,-16.1,22,11,19.614
11,20171122172251,20171122183128,4117,137152.0,105.0,11.6,32.8,21.199999999999996,327.3,372.4,-7.4,-16.1,18,9,17.169
11,20171123154547,20171123170547,4800,137372.0,220.0,6.4,31.2,24.799999999999997,330.6,374.7,-65.0,-16.0,19,10,19.863
