vehicle_id,charge_start_time,charge_end_time,charge_duration,mileage,delta_mileage,charge_start_soc,charge_end_soc,charge_delta_soc,charge_start_U,charge_end_U,charge_start_I,charge_end_I,charge_max_temp,charge_min_temp,charge_energy
8,20180418234243,20180419064052,25089,60581.2,0.0,10.0,71.0,61.0,332.6,377.4,-9.0,-7.9,30,26,21.547
8,20180419115428,20180419125529,3661,60714.4,133.20000000000437,21.0,86.0,65.0,343.2,395.6,-17.0,-27.8,31,24,24.871
8,20180419182906,20180420030316,30850,60860.7,146.29999999999563,30.0,99.0,69.0,347.8,398.0,-8.4,-5.1,33,27,25.818
8,20180420123824,20180420133225,3241,61028.7,168.0,37.0,88.0,51.0,355.8,397.2,-45.2,-23.5,32,23,19.487
8,20180420202933,20180421050344,30851,61192.9,164.20000000000437,29.0,98.0,69.0,347.0,398.0,-5.5,-5.1,31,27,25.862
8,20180421120557,20180421123627,1830,61350.9,158.0,38.0,78.0,40.0,354.3,394.6,-33.2,-52.0,31,24,15.403
8,20180421123727,20180421124527,480,61350.9,0.0,79.0,84.0,5.0,393.6,395.9,-55.4,-33.0,26,23,2.109
8,20180421192005,20180422054819,37694,61531.3,180.40000000000146,12.0,97.0,85.0,334.3,398.0,-7.5,-5.1,29,26,31.724
8,20180422122522,20180422125252,1650,61672.3,141.0,43.0,74.0,31.0,358.4,390.7,-43.8,-58.1,30,25,11.687
8,20180422125352,20180422130223,511,61672.3,0.0,74.0,82.0,8.0,389.7,395.2,-53.2,-43.7,26,24,2.7910000000000004
8,20180422190730,20180423030039,28389,61803.1,130.79999999999563,35.0,99.0,64.0,349.8,397.8,-8.4,-5.1,27,24,23.812
8,20180423090741,20180423095141,2640,61931.7,128.59999999999854,29.0,76.0,47.0,351.7,392.8,-43.6,-57.7,30,24,17.402
8,20180423095441,20180423103312,2311,61931.8,0.10000000000582077,76.0,92.0,16.0,385.7,397.7,-26.2,-17.0,27,25,6.0
8,20180423175151,20180424041803,37572,62115.3,183.5,16.0,99.0,83.0,335.4,398.0,-8.7,-5.1,27,23,31.469
8,20180424140049,20180424144550,2701,62294.5,179.1999999999971,24.0,83.0,59.0,353.3,395.9,-62.0,-37.9,30,23,21.851
