vehicle_id,charge_start_time,charge_end_time,charge_duration,mileage,delta_mileage,charge_start_soc,charge_end_soc,charge_delta_soc,charge_start_U,charge_end_U,charge_start_I,charge_end_I,charge_max_temp,charge_min_temp,charge_energy
10,20180418163154,20180418171154,2400,62072.7,0.0,79.0,96.0,17.0,387.5,397.0,-57.3,-17.2,29,23,7.41
10,20180419003809,20180419012509,2820,62150.3,77.60000000000582,70.0,99.0,29.0,380.1,397.1,-97.0,-17.2,30,24,12.27
10,20180419105359,20180419113830,2671,62286.3,136.0,48.0,93.0,45.0,357.4,395.4,-59.3,-22.8,31,24,18.837
10,20180419162233,20180419171204,2971,62363.4,77.09999999999854,66.0,96.0,30.0,371.2,397.0,-54.3,-17.3,32,24,12.979
10,20180420002511,20180420014643,4892,62562.8,199.40000000000146,23.0,95.0,72.0,334.7,397.1,-18.9,-17.1,34,24,30.113000000000003
10,20180420100419,20180420110050,3391,62675.5,112.69999999999709,57.0,98.0,41.0,359.9,397.2,-46.5,-17.3,33,24,17.191
10,20180421010726,20180421022027,4381,62840.6,165.09999999999854,36.0,96.0,60.0,351.2,397.0,-65.5,-17.0,33,24,25.574
10,20180421161949,20180421170549,2760,63091.4,250.8000000000029,68.0,95.0,27.0,376.2,397.0,-55.2,-17.1,30,24,11.268
10,20180422011053,20180422022824,4651,63273.4,182.0,26.0,96.0,70.0,341.7,397.0,-54.1,-17.3,33,24,29.181
10,20180422111026,20180422120857,3511,63401.3,127.90000000000146,56.0,98.0,42.0,364.2,397.2,-83.1,-17.3,30,24,17.885
10,20180422173313,20180422184115,4082,63561.7,160.39999999999418,39.0,96.0,57.0,355.0,397.1,-81.6,-17.3,34,24,24.149
10,20180423001039,20180423004410,2011,63703.9,142.20000000000437,40.0,84.0,44.0,349.1,393.6,-35.0,-57.7,30,24,18.386
10,20180423092632,20180423102203,3331,63768.5,64.59999999999854,65.0,99.0,34.0,365.9,397.1,-90.2,-17.0,29,21,17.489
10,20180424013745,20180424025747,4802,63948.7,180.1999999999971,26.0,96.0,70.0,334.3,397.1,-4.0,-17.3,31,24,29.603
10,20180424162909,20180424173241,3812,64197.6,248.90000000000146,47.0,96.0,49.0,353.7,397.0,-33.5,-17.1,30,24,20.423
10,20180425091204,20180425095206,2402,64334.9,137.3000000000029,42.0,85.0,43.0,347.2,392.0,-1.7,-57.8,30,24,15.836
10,20180425122808,20180425125339,1531,64386.2,51.299999999995634,65.0,90.0,25.0,378.9,391.4,-96.0,-23.0,30,24,9.855
10,20180425154251,20180425162751,2700,64443.8,57.60000000000582,68.0,98.0,30.0,378.7,397.0,-82.5,-17.1,30,24,11.592
10,20180426234943,20180427005444,3901,64877.5,433.6999999999971,41.0,97.0,56.0,360.7,397.0,-97.0,-17.2,31,24,21.43
10,20180428010550,20180428021321,4051,65031.7,154.1999999999971,37.0,97.0,60.0,355.1,397.0,-68.7,-17.0,31,24,22.579
10,20180428115045,20180428122547,2102,65168.1,136.40000000000146,38.0,86.0,48.0,355.6,389.2,-67.3,-23.1,38,29,18.218
10,20180501003459,20180501014330,4111,66111.9,943.7999999999956,27.0,92.0,65.0,355.4,397.0,-94.4,-17.3,35,24,24.775
10,20180501084839,20180501093109,2550,66181.9,70.0,67.0,85.0,18.0,370.0,386.8,-24.6,-26.9,30,24,6.8889999999999985
10,20180501145641,20180501155812,3691,66320.0,138.10000000000582,17.0,80.0,63.0,341.5,391.7,-56.9,-57.8,36,24,23.568
10,20180501221058,20180501230629,3331,66399.4,79.39999999999418,52.0,95.0,43.0,363.7,397.0,-65.1,-17.3,31,24,16.298
10,20180502173732,20180502184934,4322,66582.9,183.5,25.0,95.0,70.0,348.2,397.0,-60.9,-17.3,35,24,26.66
10,20180503014328,20180503025459,4291,66739.9,157.0,29.0,96.0,67.0,345.6,397.0,-22.4,-17.3,32,24,25.397
10,20180503181712,20180503190813,3061,66975.6,235.70000000001164,58.0,96.0,38.0,369.6,397.0,-74.2,-17.2,33,24,14.452
10,20180504014751,20180504030723,4772,67169.4,193.79999999998836,12.0,95.0,83.0,335.3,397.0,-34.5,-17.4,34,24,30.981
10,20180504180014,20180504185414,3240,67378.7,209.3000000000029,52.0,95.0,43.0,359.5,397.0,-32.3,-17.3,36,24,16.387
10,20180505004313,20180505005913,960,67526.2,147.5,34.0,62.0,28.0,355.7,381.1,-81.3,-96.4,33,30,10.445
10,20180505121549,20180505134151,5162,67710.7,184.5,15.0,96.0,81.0,340.4,397.2,-56.0,-17.2,31,24,29.814
10,20180505172056,20180505181526,3270,67806.3,95.60000000000582,57.0,98.0,41.0,368.6,397.0,-87.7,-17.1,31,24,15.668
10,20180506010556,20180506021728,4292,67960.2,153.89999999999418,28.0,96.0,68.0,351.4,397.0,-67.1,-17.1,32,24,25.496
10,20180506095315,20180506110847,4532,68041.0,80.80000000000291,67.0,99.0,32.0,370.5,397.1,-26.5,-17.5,29,26,12.417
10,20180506202706,20180506214437,4651,68259.0,218.0,17.0,95.0,78.0,338.4,396.9,-24.0,-17.3,31,24,29.015
10,20180508011217,20180508022248,4231,68411.4,152.39999999999418,30.0,96.0,66.0,347.5,397.0,-29.3,-17.2,31,24,24.669
10,20180508192614,20180508202915,3781,68549.8,138.40000000000873,43.0,97.0,54.0,359.5,396.9,-75.6,-17.3,31,24,20.341
10,20180509162240,20180509171411,3091,68732.2,182.39999999999418,25.0,88.0,63.0,345.8,389.4,-39.4,0.0,34,24,23.523000000000003
