vehicle_id,charge_start_time,charge_end_time,charge_duration,mileage,delta_mileage,charge_start_soc,charge_end_soc,charge_delta_soc,charge_start_U,charge_end_U,charge_start_I,charge_end_I,charge_max_temp,charge_min_temp,charge_delta_temp,charge_energy
4,20171101000007,20171101004247,2560,65909.9,,41.0,100.0,59.0,544.8,565.7,-86.0,-1.0,34.0,17.0,17.0,51.31100000000001
4,20171101101111,20171101105211,2460,65971.3,61.40000000000873,60.0,98.0,38.0,537.2,566.7,-93.0,-30.0,29.0,0.0,29.0,34.572
4,20171101132831,20171101140331,2100,66033.2,61.89999999999418,64.0,98.0,34.0,533.6,578.2,-25.0,-31.0,32.0,24.0,8.0,29.973000000000006
4,20171101140351,20171101140411,20,66033.2,0.0,100.0,100.0,0.0,576.9,572.8,-2.0,-2.0,32.0,26.0,6.0,0.006
4,20171102000430,20171102004930,2700,66156.2,123.0,28.0,100.0,72.0,544.3,566.8,-172.0,-2.0,36.0,0.0,36.0,61.79
4,20171102004950,20171102005000,10,66156.2,0.0,100.0,100.0,0.0,563.4,562.3,-2.0,-1.0,36.0,29.0,7.0,0.002
4,20171102095929,20171102102019,1250,66218.0,61.80000000000291,60.0,0.0,-60.0,535.0,0.0,-109.0,0.0,31.0,0.0,31.0,29.126
4,20171102131719,20171102135829,2470,66278.0,60.0,61.0,100.0,39.0,537.2,575.6,-92.0,-4.0,34.0,26.0,8.0,33.283
4,20171103003405,20171103013515,3670,66398.3,120.30000000000291,37.0,100.0,63.0,542.7,569.8,-100.0,-3.0,34.0,0.0,34.0,53.995
4,20171103013625,20171103013645,20,66398.3,0.0,100.0,100.0,0.0,560.1,558.8,-2.0,-2.0,34.0,28.0,6.0,0.006999999999999999
4,20171103013745,20171103013805,20,66398.3,0.0,100.0,100.0,0.0,556.6,556.1,-3.0,-1.0,34.0,28.0,6.0,0.006
4,20171103013835,20171103013855,20,66398.3,0.0,100.0,100.0,0.0,555.4,555.1,-2.0,-2.0,34.0,28.0,6.0,0.006
4,20171103014525,20171103014535,10,66398.3,0.0,100.0,100.0,0.0,551.4,551.3,-2.0,-1.0,34.0,28.0,6.0,0.002
4,20171103094325,20171103101005,1600,66460.5,62.19999999999709,60.0,100.0,40.0,534.2,577.3,-71.0,-1.0,30.0,21.0,9.0,34.856
4,20171103131225,20171103133555,1410,66522.8,62.30000000000291,65.0,100.0,35.0,533.6,568.8,-17.0,-1.0,35.0,26.0,9.0,29.8
4,20171103133705,20171103133715,10,66522.8,0.0,100.0,100.0,0.0,563.6,563.3,-1.0,-2.0,35.0,30.0,5.0,0.002
4,20171103230427,20171103234757,2610,66645.3,122.5,30.0,100.0,70.0,543.8,562.4,-172.0,-1.0,38.0,0.0,38.0,59.797
4,20171104094039,20171104100309,1350,66707.6,62.30000000000291,70.0,100.0,30.0,533.9,573.1,-15.0,-1.0,27.0,19.0,8.0,26.784
4,20171104100329,20171104100339,10,66707.6,0.0,100.0,100.0,0.0,569.0,567.9,-2.0,-1.0,27.0,23.0,4.0,0.002
4,20171104125930,20171104131920,1190,66767.7,60.09999999999127,73.0,99.0,26.0,536.6,574.9,-17.0,-34.0,29.0,0.0,29.0,23.411
4,20171104230541,20171104234901,2600,66889.0,121.30000000000291,38.0,100.0,62.0,546.8,561.2,-154.0,-1.0,34.0,20.0,14.0,53.907
4,20171105092757,20171105095357,1560,66949.5,60.5,59.0,99.0,40.0,542.9,564.5,-154.0,-85.0,28.0,19.0,9.0,34.606
4,20171105124637,20171105131037,1440,67009.5,60.0,62.0,0.0,-62.0,534.7,0.0,-81.0,0.0,33.0,0.0,33.0,31.473000000000006
4,20171106002447,20171106013707,4340,67131.4,121.89999999999418,26.0,100.0,74.0,538.6,564.6,-100.0,-1.0,33.0,0.0,33.0,63.247
