vehicle_id,charge_start_time,charge_end_time,mileage,charge_start_soc,charge_end_soc,charge_start_U,charge_end_U,charge_start_I,charge_end_I,charge_max_temp,charge_min_temp,charge_energy
4,20171101135429,20171101160849,69408.0,80.4,100.0,370.9,389.9,-7.8,-7.7,20.0,17.0,6.5070000000000014
4,20171101211146,20171102045530,69538.0,29.6,100.0,360.2,392.4,-7.8,-7.7,21.0,13.0,22.282
4,20171102204019,20171102220119,69657.1,38.0,100.0,365.7,394.0,-22.9,-3.8,27.0,18.0,19.95
4,20171103201212,20171103213542,69768.6,32.0,100.0,363.7,392.0,-23.1,-15.9,24.0,12.0,21.242
4,20171104154535,20171104172455,69882.6,38.4,100.0,368.8,389.3,-40.3,-29.7,24.0,16.0,19.39
4,20171104215013,20171105053642,69996.8,30.4,100.0,359.2,391.2,-7.6,-7.8,21.0,10.0,22.404
4,20171105174542,20171105191712,70130.1,27.6,100.0,361.6,392.7,-23.1,-3.2,26.0,16.0,22.94
4,20171106071556,20171106084606,70257.5,31.6,100.0,363.0,393.5,-22.8,-2.3,22.0,8.0,21.805
4,20171107103139,20171107104519,70400.2,25.2,36.0,360.1,375.6,-32.9,-39.6,17.0,14.0,3.4
4,20171107105334,20171107121414,70403.8,34.0,100.0,368.5,385.6,-23.3,-2.9,26.0,16.0,20.492
4,20171111115854,20171111121314,71009.8,25.2,36.0,360.1,376.8,-31.1,-40.4,14.0,10.0,3.562
4,20171111125435,20171111142425,71030.6,26.0,100.0,360.1,389.3,-36.5,-15.1,24.0,13.0,23.436
4,20171111195823,20171112032412,71142.3,33.2,100.0,361.4,391.2,-7.7,-7.7,19.0,9.0,21.422
4,20171113120002,20171113125352,71210.2,57.6,100.0,371.9,399.0,-39.7,-16.6,17.0,9.0,13.664
4,20171114150454,20171114153724,71301.3,47.2,69.6,364.6,378.7,-5.4,-35.3,15.0,10.0,7.002999999999999
4,20171114154004,20171114161854,71301.3,69.6,0.0,371.1,0.0,-5.3,-400.0,19.0,13.0,8.658999999999999
4,20171115092038,20171115103958,71378.9,30.4,94.4,364.9,386.0,-31.0,-40.2,19.0,7.0,20.214
4,20171115155539,20171115155849,71466.4,43.2,45.6,365.6,377.3,-6.3,-40.6,17.0,12.0,0.794
4,20171115160204,20171115170804,71466.4,45.6,100.0,376.0,390.9,-66.7,-24.5,23.0,12.0,17.243
4,20171115205307,20171115221057,71572.0,29.2,92.4,361.4,383.1,-23.3,-40.7,25.0,10.0,19.842
4,20171116113912,20171116131752,71669.0,27.6,100.0,360.1,395.5,-35.4,-14.0,23.0,11.0,23.67
4,20171117071541,20171117084611,71778.2,30.4,100.0,362.1,392.9,-22.7,-3.8,19.0,3.0,22.103
4,20171117155942,20171117171102,71879.4,37.2,100.0,363.9,398.0,-6.6,-27.0,22.0,10.0,19.89
4,20171118084154,20171118124914,71992.6,30.0,100.0,363.0,396.2,-19.5,-3.8,14.0,-3.0,22.455
4,20171119104507,20171119121037,72088.8,35.2,100.0,365.2,396.9,-26.1,-14.7,20.0,7.0,20.859
4,20171119163615,20171119164625,72191.9,40.4,48.4,362.2,377.4,-5.8,-41.6,18.0,11.0,2.612
4,20171119165208,20171119173648,72191.9,48.8,86.0,369.7,381.6,-6.3,-41.2,23.0,13.0,11.736
4,20171119203758,20171119214158,72254.3,38.0,90.0,365.6,382.9,-23.2,-40.7,23.0,10.0,16.381
4,20171120101803,20171120114813,72326.5,32.0,100.0,363.4,395.4,-31.7,-14.8,21.0,7.0,21.955
4,20171120163627,20171120164527,72417.2,50.0,58.4,366.9,378.2,-11.4,-46.7,19.0,14.0,2.608
4,20171120164935,20171120170125,72417.2,58.4,69.2,375.2,379.8,-45.9,-46.6,20.0,15.0,3.4810000000000003
4,20171120170515,20171120173845,72417.2,69.2,100.0,371.1,393.6,-7.0,-16.1,24.0,16.0,9.801
4,20171120215011,20171120224421,72525.2,31.2,74.4,362.9,380.3,-26.6,-40.8,22.0,8.0,13.773
4,20171121084725,20171121101455,72580.2,33.2,100.0,366.7,395.1,-40.1,-13.8,20.0,6.0,21.17
4,20171121172704,20171121173844,72667.2,46.8,56.0,364.5,377.9,-6.1,-39.7,15.0,10.0,2.9130000000000003
4,20171121193345,20171121195845,72719.7,28.4,47.6,361.7,377.6,-31.2,-39.3,17.0,8.0,6.04
4,20171122124208,20171122141728,72750.7,30.0,100.0,362.4,395.4,-36.3,-3.0,17.0,4.0,22.384
4,20171123120206,20171123130656,72812.9,50.4,100.0,371.5,395.8,-38.9,-13.8,17.0,8.0,16.12
4,20171123151903,20171123160223,72879.0,66.0,100.0,371.3,392.8,-38.5,-14.0,20.0,12.0,10.832
4,20171124085424,20171124102644,72977.4,31.2,100.0,363.2,397.0,-22.7,-14.6,16.0,1.0,21.914
4,20171125164839,20171125180239,73093.2,34.0,100.0,366.7,392.1,-44.1,-28.7,21.0,11.0,20.798
4,20171126114714,20171126131134,73193.9,28.4,97.2,361.3,387.6,-22.5,-40.4,19.0,8.0,21.64
4,20171126175910,20171126192210,73279.0,39.2,100.0,367.2,391.7,-39.0,-3.2,23.0,11.0,19.825
4,20171127153022,20171127162952,73346.6,47.2,100.0,364.3,397.4,-1.6,-27.1,18.0,9.0,16.743
4,20171128124717,20171128133657,73461.8,26.4,67.2,363.0,380.3,-39.9,-41.1,16.0,10.0,12.835
4,20171128164815,20171128180655,73515.8,32.0,99.2,366.5,387.7,-66.1,-25.3,23.0,11.0,21.296
4,20171128220207,20171128232417,73596.0,34.0,100.0,363.0,384.4,-23.2,-14.7,23.0,8.0,20.71
4,20171129112529,20171129121519,73638.2,64.0,100.0,370.8,395.8,-29.6,-14.3,12.0,2.0,11.874
4,20171129180016,20171129192146,73729.4,36.0,100.0,370.2,396.4,-40.4,-13.4,20.0,8.0,20.471
4,20171130113726,20171130125406,73801.4,41.2,0.0,369.8,0.0,-39.2,-300.0,18.0,6.0,19.025
4,20171130172647,20171201005247,73901.5,32.0,100.0,361.1,390.9,-7.7,-7.6,18.0,3.0,21.409
4,20171202121844,20171202134354,73985.1,34.8,100.0,364.6,395.3,-30.4,-14.1,20.0,8.0,20.845
4,20171202185923,20171202202823,74090.1,29.6,100.0,361.6,394.3,-26.4,-14.2,24.0,10.0,22.243
4,20171203090206,20171203101646,74169.1,37.2,98.0,365.3,396.0,-23.2,-40.3,15.0,1.0,19.303
4,20171203160312,20171203163612,74274.8,31.2,57.6,359.0,377.9,-4.4,-40.4,18.0,12.0,8.301
4,20171203164140,20171203170300,74274.8,57.6,74.4,369.8,380.5,-1.2,-39.9,21.0,14.0,5.393
4,20171203170844,20171203174104,74274.8,74.4,100.0,376.6,392.7,-39.9,-24.0,23.0,15.0,8.113999999999999
4,20171203221732,20171203234552,74372.8,32.8,100.0,364.5,392.6,-38.8,-14.2,23.0,9.0,21.571
