vehicle_id,charge_start_time,charge_end_time,mileage,charge_start_soc,charge_end_soc,charge_start_U,charge_end_U,charge_start_I,charge_end_I,charge_max_temp,charge_min_temp,charge_energy
5,20171102232412,20171103004409,133390.0,8.8,34.8,324.7,374.7,-64.6,-16.2,28.0,17.0,21.152
5,20171103154427,20171103170427,133533.0,7.6,33.6,326.9,374.8,-64.8,-16.0,25.0,16.0,20.977
5,20171103234006,20171104010443,133675.0,6.4,34.4,325.3,374.8,-64.8,-16.1,25.0,11.0,22.449
5,20171104152631,20171104164821,133818.0,5.2,31.6,320.2,374.1,-7.1,-0.1,24.0,14.0,21.357
5,20171104165411,20171104165621,133818.0,31.6,32.0,373.3,374.9,-7.7,-16.1,24.0,21.0,0.21
5,20171104234929,20171105012146,133972.0,4.8,34.4,309.9,374.7,-9.2,-16.1,24.0,11.0,23.853
5,20171105171731,20171105174341,134112.0,30.0,34.0,368.0,373.4,-30.0,-16.2,24.0,21.0,3.32
5,20171105223737,20171105232947,134250.0,8.0,30.0,326.8,368.0,-59.8,-30.0,25.0,13.0,17.453
5,20171110170637,20171110180257,134648.0,16.4,33.2,341.6,373.0,-59.8,-16.1,21.0,13.0,13.705
5,20171110235335,20171111012742,134798.0,2.0,34.4,275.0,374.7,-9.0,-16.1,25.0,12.0,25.612
5,20171111152804,20171111165204,134937.0,4.0,31.6,318.6,374.8,-9.1,-16.1,23.0,12.0,22.242
5,20171111232422,20171112005150,135079.0,4.8,34.0,315.1,374.8,-8.1,-16.2,23.0,9.0,23.324
5,20171112154006,20171112165326,135198.0,10.8,33.2,334.1,374.8,-64.8,-16.1,21.0,12.0,18.314
5,20171112215613,20171112230803,135308.0,11.6,33.6,328.3,374.7,-6.1,-16.1,22.0,10.0,17.758
5,20171113154109,20171113164410,135400.0,17.6,34.4,336.1,374.8,-8.5,-16.1,19.0,12.0,14.037
5,20171117161957,20171117171127,135925.0,21.6,33.6,345.9,374.8,-19.1,-16.1,13.0,7.0,9.847
5,20171117220029,20171117232329,136035.0,6.4,32.0,321.2,374.6,-15.6,-16.1,19.0,7.0,20.537
5,20171118143310,20171118155520,136152.0,7.6,32.8,321.1,374.7,-7.7,-16.2,18.0,8.0,20.376
5,20171118215141,20171118222301,136262.0,10.0,24.0,329.2,360.3,-64.7,-60.7,16.0,7.0,11.095
5,20171119110200,20171119120820,136348.0,4.0,31.2,300.8,371.1,-0.1,-29.9,18.0,4.0,21.651
5,20171119164116,20171119164726,136417.0,19.6,22.4,348.8,356.2,-64.7,-64.8,15.0,10.0,2.345
5,20171119184431,20171119192901,136460.0,13.6,30.8,335.8,369.1,-54.3,-29.8,20.0,9.0,13.782
